,sector,state,district,sex,age,cwstype,wage,edu_cat,log_wage
98325,1,Arunachal Pradesh,9,female,20,self employed,8000,Secondary & higher,8.987196821
14153,1,Uttar Pradesh,36,male,54,self employed,3600,below middle,8.188689124
70441,2,Bihar,19,male,39,self employed,12000,below middle,9.392661929
73644,1,Meghalaya,6,female,74,self employed,1,below middle,0
61153,1,Kerala,12,male,32,regular wage/salaried employees,15000,below middle,9.61580548
10074,1,Chhattisgarh,7,male,25,self employed,1,below middle,0
18907,1,Tamil Nadu,4,female,54,self employed,1,below middle,0
143188,1,Meghalaya,7,female,25,regular wage/salaried employees,8000,Graduate & above,8.987196821
46446,1,West Bengal,18,male,55,self employed,2000,below middle,7.60090246
1978,2,Gujarat,14,female,40,self employed,5700,below middle,8.648221454
90750,1,West Bengal,19,male,26,regular wage/salaried employees,8000,Secondary & higher,8.987196821
121940,2,Maharashtra,21,female,25,regular wage/salaried employees,15000,Secondary & higher,9.61580548
77554,1,Uttar Pradesh,6,male,76,self employed,7500,below middle,8.9226583
94149,1,Madhya Pradesh,41,male,28,self employed,6000,Secondary & higher,8.699514748
68019,1,Bihar,19,male,60,self employed,5000,below middle,8.517193191
83092,1,Uttar Pradesh,24,male,28,self employed,1,below middle,0
83906,1,Bihar,11,male,67,self employed,8000,below middle,8.987196821
90652,1,Karnataka,15,male,44,casual labour,15166.67,Secondary & higher,9.626855536
102931,1,Telangana,8,female,30,self employed,1,Secondary & higher,0
113476,2,Gujarat,7,male,21,regular wage/salaried employees,9000,Secondary & higher,9.104979856
18941,1,Kerala,10,female,58,regular wage/salaried employees,6000,below middle,8.699514748
3601,1,Uttar Pradesh,37,male,28,self employed,10000,below middle,9.210340372
108021,2,West Bengal,11,male,44,self employed,1,Secondary & higher,0
146360,2,Uttar Pradesh,7,male,49,self employed,20000,Graduate & above,9.903487553
29232,1,Bihar,5,male,50,self employed,6000,below middle,8.699514748
27507,1,Kerala,7,male,55,self employed,14000,below middle,9.546812609
124648,1,Karnataka,6,male,20,casual labour,12133.33,Secondary & higher,9.40371149
41733,1,Uttar Pradesh,49,male,35,self employed,9000,below middle,9.104979856
97285,1,Uttar Pradesh,54,male,32,casual labour,15166.67,Secondary & higher,9.626855536
12573,1,Madhya Pradesh,8,male,42,self employed,4000,below middle,8.29404964
54601,1,Rajasthan,33,female,60,self employed,1,below middle,0
82470,2,Himachal Pradesh,7,male,48,self employed,1,below middle,0
119071,1,Mizoram,4,male,53,regular wage/salaried employees,30000,Secondary & higher,10.30895266
39193,2,Manipur,6,female,36,self employed,5000,below middle,8.517193191
15532,1,Maharashtra,26,female,43,self employed,5000,below middle,8.517193191
61943,1,Kerala,4,male,60,self employed,10000,below middle,9.210340372
52947,1,Meghalaya,5,female,37,self employed,1,below middle,0
27618,1,West Bengal,8,male,48,self employed,12000,below middle,9.392661929
88717,2,Punjab,3,female,22,regular wage/salaried employees,15000,Secondary & higher,9.61580548
113415,2,Madhya Pradesh,11,male,51,self employed,2000,Secondary & higher,7.60090246
142900,2,Madhya Pradesh,18,male,36,regular wage/salaried employees,10500,Graduate & above,9.259130536
64636,2,Tamil Nadu,1,male,50,regular wage/salaried employees,23000,below middle,10.04324949
73229,1,Uttar Pradesh,28,male,45,casual labour,7583.333,below middle,8.933708092
81526,2,Punjab,10,male,27,regular wage/salaried employees,15500,below middle,9.648595303
49665,1,Meghalaya,1,male,42,self employed,16000,below middle,9.680344001
21533,1,Jharkhand,2,male,40,self employed,8000,below middle,8.987196821
59615,2,Rajasthan,6,female,50,self employed,4000,below middle,8.29404964
146473,1,Uttar Pradesh,15,male,41,casual labour,12133.33,Graduate & above,9.40371149
1380,1,Mizoram,7,male,49,self employed,20000,below middle,9.903487553
24879,1,Sikkim,2,male,27,self employed,1,below middle,0
126587,2,Tamil Nadu,27,female,33,regular wage/salaried employees,19000,Graduate & above,9.852194258
67159,1,J&K,1,male,58,self employed,18500,below middle,9.825526011
135603,1,Maharashtra,25,female,25,self employed,1,Graduate & above,0
78045,1,Uttar Pradesh,12,female,40,self employed,5000,below middle,8.517193191
34584,1,J&K,11,male,56,casual labour,10833.33,below middle,9.290382772
35119,1,Arunachal Pradesh,9,male,50,self employed,9000,below middle,9.104979856
15995,1,Punjab,8,male,40,casual labour,9100,below middle,9.116029693
18213,1,Tamil Nadu,6,male,68,casual labour,7366.667,below middle,8.904720644
57466,2,Madhya Pradesh,44,male,22,self employed,1,below middle,0
68596,1,Uttar Pradesh,41,male,42,self employed,6400,below middle,8.764053269
17476,1,West Bengal,2,female,24,casual labour,4576,below middle,8.428580533
106808,2,Jharkhand,10,male,50,regular wage/salaried employees,12000,Secondary & higher,9.392661929
125673,2,Andhra Pradesh,7,female,30,regular wage/salaried employees,35000,Graduate & above,10.46310334
128528,2,Telangana,23,male,30,self employed,45500,Graduate & above,10.7254676
49644,1,Punjab,4,male,41,self employed,15000,below middle,9.61580548
70829,1,Bihar,7,male,44,self employed,1,below middle,0
7836,1,West Bengal,11,female,38,self employed,1,below middle,0
94892,2,Gujarat,25,male,52,self employed,8000,Secondary & higher,8.987196821
79377,1,Uttar Pradesh,18,female,22,self employed,1,below middle,0
70285,1,Haryana,8,male,41,self employed,9800,below middle,9.190137665
135801,1,Odisha,6,male,32,self employed,1,Graduate & above,0
78864,1,West Bengal,19,male,35,self employed,1,below middle,0
89898,1,Tamil Nadu,20,female,34,self employed,1,Secondary & higher,0
115175,2,Kerala,4,male,28,casual labour,18200,Secondary & higher,9.809176873
70506,1,Tamil Nadu,13,female,35,self employed,7500,below middle,8.9226583
121520,1,Sikkim,3,female,21,regular wage/salaried employees,10000,Secondary & higher,9.210340372
105730,1,Tripura,2,male,31,regular wage/salaried employees,6500,Secondary & higher,8.779557456
73971,1,Chhattisgarh,8,male,51,self employed,6870,below middle,8.834919385
104969,2,Sikkim,4,male,47,self employed,30000,Secondary & higher,10.30895266
134207,2,Madhya Pradesh,27,female,48,self employed,10000,Graduate & above,9.210340372
45751,1,Jharkhand,5,male,41,casual labour,7583.333,below middle,8.933708092
17774,1,Odisha,6,female,45,self employed,1,below middle,0
6886,1,Odisha,22,female,22,self employed,1,below middle,0
49345,1,Gujarat,14,male,49,self employed,33800,below middle,10.42821608
62646,1,Telangana,15,male,48,self employed,11000,below middle,9.305650552
48665,1,Kerala,5,male,48,casual labour,9750,below middle,9.185022564
56419,1,Tripura,2,male,40,self employed,12000,below middle,9.392661929
3423,1,Haryana,10,male,24,regular wage/salaried employees,9800,below middle,9.190137665
96974,2,West Bengal,10,male,20,self employed,8000,Secondary & higher,8.987196821
88972,1,Haryana,12,male,38,regular wage/salaried employees,35400,Secondary & higher,10.4744671
314,1,Uttrakhand,13,male,25,self employed,1,below middle,0
37793,2,Mizoram,5,male,36,casual labour,9100,below middle,9.116029693
65241,2,Jharkhand,7,female,47,self employed,1,below middle,0
69985,2,Uttar Pradesh,62,female,39,self employed,3000,below middle,8.006367568
9494,2,Uttar Pradesh,26,male,48,regular wage/salaried employees,1,below middle,0
46190,1,Telangana,23,female,60,casual labour,3423.333,below middle,8.138369917
145672,2,Kerala,6,male,34,regular wage/salaried employees,25000,Graduate & above,10.1266311
98133,2,Kerala,2,male,21,self employed,2200,Secondary & higher,7.696212639
78586,1,Rajasthan,22,male,32,self employed,8500,below middle,9.047821442
108591,2,Arunachal Pradesh,8,male,48,regular wage/salaried employees,12500,Secondary & higher,9.433483923
55678,1,Uttrakhand,13,male,50,self employed,15000,below middle,9.61580548
96043,2,Assam,3,male,55,regular wage/salaried employees,39000,Secondary & higher,10.57131693
124304,2,Tripura,1,male,54,regular wage/salaried employees,27000,Secondary & higher,10.20359214
113685,2,Manipur,6,male,54,self employed,5000,Secondary & higher,8.517193191
63851,1,Chhattisgarh,17,male,31,casual labour,8666.667,below middle,9.067239567
126758,2,A & N Island,3,male,51,regular wage/salaried employees,90000,Graduate & above,11.40756495
13564,1,Chhattisgarh,14,female,44,self employed,1,below middle,0
59272,1,Rajasthan,33,female,25,self employed,1,below middle,0
13448,1,Maharashtra,1,female,45,casual labour,2166.667,below middle,7.680945321
93480,1,Rajasthan,2,male,30,self employed,1,Secondary & higher,0
129851,1,Haryana,21,male,40,self employed,15000,Graduate & above,9.61580548
83984,2,West Bengal,1,male,29,regular wage/salaried employees,3000,below middle,8.006367568
141476,2,Tamil Nadu,10,female,20,regular wage/salaried employees,8000,Graduate & above,8.987196821
19064,1,Maharashtra,28,male,55,self employed,7000,below middle,8.853665428
127082,2,Delhi,2,male,25,self employed,1,Graduate & above,0
132065,2,Uttrakhand,9,female,42,self employed,2500,Graduate & above,7.824046011
142880,2,Tamil Nadu,28,male,84,self employed,49900,Graduate & above,10.81777628
111713,2,Rajasthan,15,male,45,self employed,32000,Secondary & higher,10.37349118
39696,1,Mizoram,7,male,32,self employed,6000,below middle,8.699514748
144683,2,Mizoram,3,male,30,regular wage/salaried employees,15000,Graduate & above,9.61580548
52803,1,Himachal Pradesh,9,male,35,regular wage/salaried employees,12500,below middle,9.433483923
137636,1,Manipur,1,male,42,regular wage/salaried employees,35000,Graduate & above,10.46310334
117183,1,Madhya Pradesh,3,male,17,self employed,1,Secondary & higher,0
103165,1,Rajasthan,10,male,36,casual labour,9100,Secondary & higher,9.116029693
78749,1,Uttar Pradesh,36,female,23,self employed,1,below middle,0
81849,1,Maharashtra,26,male,30,casual labour,7800,below middle,8.961879013
127603,2,Punjab,15,female,21,regular wage/salaried employees,5000,Graduate & above,8.517193191
53423,1,Haryana,4,male,27,self employed,15300,below middle,9.635608107
14329,1,Gujarat,3,male,48,self employed,6000,below middle,8.699514748
27492,1,West Bengal,10,male,40,self employed,9000,below middle,9.104979856
28453,1,Uttrakhand,5,male,21,self employed,1,below middle,0
84019,2,Arunachal Pradesh,4,male,60,self employed,9600,below middle,9.169518377
95150,2,Kerala,13,male,29,self employed,18000,Secondary & higher,9.798127037
144216,2,Karnataka,18,male,28,regular wage/salaried employees,65000,Graduate & above,11.08214255
127461,1,Bihar,17,male,27,self employed,6000,Graduate & above,8.699514748
13756,1,Maharashtra,35,female,50,casual labour,6500,below middle,8.779557456
96161,1,Maharashtra,21,female,45,self employed,15000,Secondary & higher,9.61580548
74620,1,Jharkhand,14,male,30,casual labour,5416.667,below middle,8.597235961
55147,2,Uttar Pradesh,26,male,24,regular wage/salaried employees,8000,below middle,8.987196821
50191,1,Telangana,15,female,37,self employed,12000,below middle,9.392661929
67915,2,Kerala,11,female,63,self employed,3000,below middle,8.006367568
85018,1,Bihar,35,male,51,self employed,10000,below middle,9.210340372
111825,2,Goa,1,male,27,regular wage/salaried employees,18000,Secondary & higher,9.798127037
114792,1,Chhattisgarh,19,male,31,regular wage/salaried employees,6000,Secondary & higher,8.699514748
17878,2,Arunachal Pradesh,9,female,25,casual labour,3640,below middle,8.199738961
30218,1,Rajasthan,25,male,70,self employed,1,below middle,0
107090,1,Arunachal Pradesh,2,female,24,regular wage/salaried employees,12000,Secondary & higher,9.392661929
22917,1,Chhattisgarh,1,male,36,self employed,3000,below middle,8.006367568
77908,1,Karnataka,6,male,48,self employed,14000,below middle,9.546812609
87563,1,West Bengal,10,male,50,regular wage/salaried employees,12800,Secondary & higher,9.45720045
99730,2,Tamil Nadu,17,male,46,self employed,20000,Secondary & higher,9.903487553
29957,2,Gujarat,8,male,46,self employed,25000,below middle,10.1266311
105660,2,Punjab,1,male,58,regular wage/salaried employees,47000,Secondary & higher,10.75790288
141131,2,J&K,10,male,40,regular wage/salaried employees,26000,Graduate & above,10.16585182
46343,1,Gujarat,24,male,45,self employed,2750,below middle,7.919356191
120227,1,Uttar Pradesh,64,male,19,self employed,1,Secondary & higher,0
141891,2,Gujarat,7,male,44,self employed,18000,Graduate & above,9.798127037
92853,1,West Bengal,12,male,18,regular wage/salaried employees,2000,Secondary & higher,7.60090246
96512,1,Karnataka,7,male,21,regular wage/salaried employees,9000,Secondary & higher,9.104979856
129266,2,Assam,23,male,52,regular wage/salaried employees,7000,Graduate & above,8.853665428
139429,2,Himachal Pradesh,7,male,57,regular wage/salaried employees,160000,Graduate & above,11.98292909
17036,2,Odisha,19,male,60,self employed,4000,below middle,8.29404964
19500,1,Maharashtra,18,male,52,self employed,8000,below middle,8.987196821
144558,2,Lakshadweep,1,male,30,regular wage/salaried employees,44000,Graduate & above,10.69194491
65946,2,Haryana,3,male,58,regular wage/salaried employees,52800,below middle,10.87426647
13323,2,Karnataka,12,male,44,self employed,4000,below middle,8.29404964
76470,1,Uttar Pradesh,48,male,30,self employed,1,below middle,0
44291,2,Uttar Pradesh,25,male,40,regular wage/salaried employees,20000,below middle,9.903487553
146379,1,Tripura,2,female,32,regular wage/salaried employees,12000,Graduate & above,9.392661929
74744,1,Madhya Pradesh,27,male,30,self employed,3000,below middle,8.006367568
114445,2,Andhra Pradesh,5,male,50,regular wage/salaried employees,12000,Secondary & higher,9.392661929
111804,1,Arunachal Pradesh,9,male,26,regular wage/salaried employees,5000,Secondary & higher,8.517193191
66669,2,West Bengal,8,male,30,regular wage/salaried employees,38000,below middle,10.54534144
142227,1,Jharkhand,7,male,22,self employed,6500,Graduate & above,8.779557456
29924,1,Madhya Pradesh,12,female,50,self employed,1,below middle,0
72764,1,Jharkhand,2,male,20,self employed,1,below middle,0
123130,1,Rajasthan,18,male,40,regular wage/salaried employees,15000,Secondary & higher,9.61580548
59242,2,Sikkim,4,male,55,regular wage/salaried employees,18000,below middle,9.798127037
91249,1,Jharkhand,7,male,35,self employed,1950,Secondary & higher,7.575584652
94433,1,Assam,20,male,37,self employed,6000,Secondary & higher,8.699514748
24985,1,West Bengal,20,female,37,casual labour,3466.667,below middle,8.150948893
67809,1,Maharashtra,5,female,46,casual labour,3466.667,below middle,8.150948893
113179,2,Puducherry,2,male,34,regular wage/salaried employees,25000,Secondary & higher,10.1266311
137613,1,Arunachal Pradesh,15,male,46,regular wage/salaried employees,42000,Graduate & above,10.6454249
131403,2,Karnataka,9,male,57,regular wage/salaried employees,5000,Graduate & above,8.517193191
100303,2,Mizoram,6,female,45,self employed,20000,Secondary & higher,9.903487553
107183,2,Bihar,23,male,24,self employed,5000,Secondary & higher,8.517193191
12830,1,Gujarat,5,male,46,self employed,1,below middle,0
71865,2,Bihar,14,male,23,regular wage/salaried employees,7000,below middle,8.853665428
108809,2,Mizoram,3,male,38,casual labour,6066.667,Secondary & higher,8.710564639
62051,1,J&K,20,male,58,self employed,5000,below middle,8.517193191
66515,1,Sikkim,3,male,62,self employed,5550,below middle,8.621553207
116879,1,Uttar Pradesh,37,male,58,self employed,3500,Secondary & higher,8.160518247
122584,2,Haryana,12,male,28,self employed,1,Secondary & higher,0
